id,exp,stratum,site,pre.unemp,pre.age,pre.male,pre.race,pre.marr,pre.educ,pre.empl,pre.activ,pre.illeg,pre.months,pre.hours,pre.earned,trt.months,trt.hours,trt.earned,out.months,out.hours,out.earned
893103,exper,afdc,20,10.4,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,9,1559.9998,4835.9971,0,0,0
893158,contr,drop,30,10.033333,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,6,597.99988,1263.1666,,,
893213,exper,crim,25,8.333333,16-19,1,black,nev married,no cred,empl,,722.2211914,2,16.24998474,40.62496948,7,1126.6665,3282.4993,,,
893255,contr,afdc,8,6.5999994,30-39,0,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,15,2339.9995,8514.999,,,
893268,contr,drug,8,12.466666,20-29,1,black,nev married,no cred,empl,unempl,1263.888184,2,21.66662598,55.24996948,2,259.99997,715,4,606.66663,1668.3334
893352,exper,afdc,15,10.4,20-29,0,black,nev married,no cred,not empl,home,0,2,5.777775764,15.88888359,7,1213.3333,3033.333,0,0,0
893394,exper,crim,27,10.933333,20-29,1,black,sep/div/wid,no cred,empl,unempl,324.9997559,2,14.44443989,36.11105347,8,1159.1665,4478.4985,,,
893433,exper,drug,8,12.066667,20-29,0,black,married,no cred,not empl,,0,0,0,0,13,2166.6663,6014.667,4,454.99994,1377.9999
893611,contr,afdc,6,8.5333328,30-39,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,4,606.66663,1562.1665
893637,contr,afdc,8,7.2666664,30-39,0,black,sep/div/wid,no cred,not empl,unempl,0,11,59.58331299,158.8884888,0,0,0,0,0,0
893653,exper,drop,30,10.033333,16-19,1,black,nev married,no cred,empl,school,0,0,0,0,17,2361.6665,7804.3345,,,
893792,contr,drop,15,8.166666,16-19,0,black,nev married,no cred,empl,home,0,7,86.66645813,206.5553894,0,0,0,,,
894050,exper,afdc,24,9.8999996,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,9,1364.9998,3705.0002,2,303.33331,875.33331
894212,exper,afdc,3,7.6666665,20-29,0,black,nev married,no cred,empl,home,0,6,66.80549622,82.33326721,10,1386.6665,3596.666,,,
894254,contr,afdc,30,10.4,30-39,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,,,,0,0,0
894267,exper,crim,45,11.099999,30-39,1,black,nev married,no cred,not empl,unempl,0,0,0,0,2,346.66663,840.66663,0,0,0
894270,contr,crim,32,7.8999996,20-29,1,black,nev married,no cred,empl,other,505.5541992,3,37.91662598,129.9999695,15,2998.6663,11686.997,9,1872,7137
894306,contr,crim,30,9.9333334,20-29,1,black,nev married,no cred,not empl,home,324.9997559,0,0,0,6,1516.6665,3900,0,0,0
894335,exper,afdc,8,7.2666664,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
894665,exper,afdc,8,7.5666661,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,3,519.99994,1430,0,0,0
894694,contr,crim,45,10.433333,16-19,1,black,nev married,no cred,empl,unempl,0,0,0,0,0,0,0,,,
894775,exper,drug,40,8.6333332,20-29,1,hispan,married,dipl,empl,,0,0,0,0,14,1854.6663,6439.333,9,1559.9998,6359.1646
894843,contr,drug,16,13.366666,20-29,1,white,nev married,no cred,empl,other,189.583313,0,0,0,0,0,0,0,0,0
895004,exper,afdc,12,9.4666662,50-59,0,black,sep/div/wid,no cred,empl,home,0,0,0,0,10,1449.4998,3965,,,
895091,exper,drug,16,13,20-29,1,black,married,dipl,empl,unempl,0,8,115.5553284,456.4433594,18,3119.999,13259.997,9,1559.9998,8384.998
895101,exper,crim,30,9.9333334,20-29,0,black,married,no cred,empl,home,0,2,21.66662598,95.33328247,,,,0,0,0
895127,contr,crim,12,8.1999998,20-29,1,black,nev married,no cred,not empl,home,0,0,0,0,4,606.66663,1971.6655,0,0,0
895295,contr,drug,48,8.3999996,20-29,1,black,married,dipl,empl,,0,10,144.4440918,915.7746582,6,892.66663,3024.665,,,
895428,exper,drop,2,6.9333329,20-29,1,black,nev married,no cred,empl,other,0,3,43.33325195,184.1665955,18,3076.6658,10631.829,,,
895460,contr,afdc,10,7.2666664,30-39,0,black,sep/div/wid,no cred,not empl,home,0,9,16.24998474,55.24987793,14,1323.8333,2944.5,,,
895509,contr,crim,10,8.7333326,50-59,1,black,sep/div/wid,no cred,not empl,home,0,0,0,0,13,1906.6666,4281.3325,,,
895538,contr,drug,40,9,20-29,1,black,married,no cred,empl,unempl,0,10,144.4440918,379.1655273,0,0,0,0,0,0
895541,exper,drop,16,11.533333,16-19,1,white,nev married,no cred,empl,unempl,0,3,32.49996948,61.74996948,9,1559.9998,6824.999,0,0,0
895813,contr,afdc,15,8.1999998,40-49,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,6,780,3639.999
895842,contr,crim,48,8.6333332,30-39,1,black,married,dipl,not empl,other,0,0,0,0,17,2946.6658,8683.999,9,1559.9998,5265
895923,contr,afdc,4,7.4333329,20-29,0,black,sep/div/wid,no cred,not empl,school,0,0,0,0,10,1733.333,5156.6665,9,1559.9998,6084
895965,exper,drug,6,7.0999999,20-29,1,black,married,dipl,empl,unempl,288.8886719,2,28.88882446,112.6666412,7,1126.6665,2844.8333,0,0,0
896168,exper,drop,15,8.4333334,16-19,1,black,nev married,no cred,empl,home,0,1,7.222219467,16.24998474,9,1299.9999,3867.4993,,,
896171,contr,crim,12,8.2333326,20-29,1,hispan,nev married,no cred,empl,home,0,0,0,0,6,953.33325,2621.6667,,,
896184,exper,drop,8,11.933333,20-29,1,black,nev married,no cred,empl,school,0,1,7.222219467,36.11108398,17,2175.333,10339.331,,,
896414,contr,crim,30,9.8666668,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,6,953.33325,4149.166,8,1386.6665,5893.332
896634,contr,crim,14,9.666666,20-29,1,hispan,nev married,dipl,empl,unempl,649.9985352,7,80.88874817,214.8608398,3,519.99994,1603.3326,,,
896647,exper,crim,28,11.133333,20-29,0,hispan,sep/div/wid,no cred,empl,unempl,0,1,14.44443989,30.33331299,6,589.33325,1711.6666,,,
896757,contr,crim,10,6.4000001,30-39,1,black,sep/div/wid,dipl,not empl,other,346.6660156,0,0,0,18,3163.3325,18635.5,,,
896867,exper,crim,12,6.8666663,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,,,,,,
897688,contr,drop,24,10.033333,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
897756,exper,crim,4,5.2499995,20-29,1,black,nev married,dipl,not empl,other,0,0,0,0,,,,,,
897963,exper,crim,45,11.2,20-29,1,black,married,dipl,not empl,other,0,1,4.333332062,12.45833206,18,2716.9995,9206.166,2,259.99997,1195.9995
898247,exper,drop,18,7.6999993,16-19,1,white,nev married,no cred,not empl,home,0,0,0,0,1,86.666656,199.33333,,,
898386,contr,crim,15,8.1999998,20-29,0,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
898548,contr,drop,15,7.4999995,16-19,1,black,nev married,no cred,not empl,unempl,173.3329468,0,0,0,6,953.33325,3813.3315,,,
898700,exper,afdc,30,10,20-29,0,black,nev married,dipl,not empl,home,0,0,0,0,18,2849.1665,8840,9,1364.9998,5225.9985
898784,exper,drop,20,11.266666,16-19,1,hispan,nev married,no cred,empl,home,216.6664581,3,43.33325195,101.8332672,,,,,,
898836,exper,drug,28,11.333333,40-49,0,white,married,dipl,not empl,home,433.3330078,0,0,0,,,,,,
898881,contr,drop,40,8.3999996,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,0,0,0
898904,contr,crim,28,11.333333,20-29,1,black,sep/div/wid,dipl,empl,unempl,288.8886719,2,21.12498474,82.33328247,9,1742,7396.9995,,,
898991,exper,crim,42,10.933333,20-29,0,black,sep/div/wid,dipl,empl,home,0,1,14.44443989,45.13885498,17,2899,12003.33,0,0,0
899592,contr,drop,20,13,16-19,0,black,nev married,no cred,empl,unempl,0,3,25.27774048,90.27770996,8,1105,3520.8325,0,0,0
899712,exper,afdc,8,7.7666659,20-29,0,black,nev married,no cred,empl,home,0,0,0,0,13,2079.9995,6240,5,866.66656,2383.3333
900122,contr,crim,10,8.7333326,30-39,1,black,sep/div/wid,no cred,empl,unempl,722.2202148,0,0,0,17,2599.9993,8406.6631,,,
900135,exper,drop,6,8.1999998,20-29,1,black,nev married,no cred,empl,unempl,0,0,0,0,9,1473.3331,3978,,,
900151,contr,drug,8,11.933333,20-29,1,white,sep/div/wid,no cred,empl,unempl,288.8884277,0,0,0,12,1538.3333,6499.9976,,,
900177,contr,drop,15,8.4333334,16-19,1,black,nev married,no cred,not empl,unempl,108.333252,0,0,0,,,,,,
900520,exper,afdc,25,10.099999,30-39,0,black,nev married,dipl,empl,,0,3,22.56941223,56.87496948,9,1559.9998,4835.9971,0,0,0
900685,contr,drop,30,10.033333,16-19,1,black,nev married,no cred,empl,unempl,252.7776794,0,0,0,10,1733.333,6161.998,,,
900724,exper,crim,30,8.7333326,20-29,1,black,sep/div/wid,no cred,empl,,0,0,0,0,9,831.99976,3271.6667,,,
900986,contr,drop,24,12.166666,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,3,433.33328,1094.1665,,,
901011,exper,drop,6,6.5333328,16-19,1,black,nev married,no cred,empl,unempl,0,5,72.22206116,140.8332825,0,0,0,,,
901215,exper,crim,6,7.333333,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,6,953.33325,2883.8315,0,0,0
901642,exper,crim,42,9.499999,16-19,1,white,nev married,no cred,empl,other,0,7,50.55543518,139.0275269,18,3093.9998,14195.993,,,
901671,contr,crim,14,9.6333332,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,8,1213.3333,3795.9998,,,
901862,contr,drop,12,8.3666658,16-19,1,hispan,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
902418,exper,drug,10,6.8666663,30-39,1,hispan,nev married,no cred,empl,unempl,0,10,131.4442139,417.9846191,,,,,,
902463,exper,drop,15,8.833333,16-19,0,black,nev married,no cred,not empl,unempl,0,0,0,0,10,1733.333,4121,0,0,0
902780,exper,crim,24,8.4666662,30-39,1,black,sep/div/wid,no cred,empl,other,0,0,0,0,9,639.16663,1120.1665,1,86.666656,281.6665
902816,contr,drop,24,11.933333,16-19,1,black,nev married,no cred,empl,school,0,2,21.66662598,49.83328247,18,2881.6658,9663.333,,,
902861,exper,drop,18,8.3999996,16-19,1,black,nev married,no cred,empl,unempl,0,6,108.3331909,324.9997559,17,2634.6667,7158.6675,,,
902913,exper,drop,36,9.7333326,16-19,1,black,nev married,no cred,not empl,school,0,2,11.55555153,24.55551147,9,1364.9998,3900,,,
903174,exper,drug,6,7.5666661,20-29,1,black,married,no cred,empl,other,0,12,173.3329468,733.0522461,10,1473.3331,4656.166,9,1473.3331,6630
903585,exper,crim,48,8.833333,20-29,1,black,nev married,dipl,empl,unempl,0,1,3.611107826,9.027774811,8,779.99982,1733.333,2,130,433.33331
903666,exper,afdc,30,10.666666,20-29,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,18,3033.3323,9047.9971,1,86.666656,281.6665
903682,contr,drug,40,9,30-39,1,hispan,married,dipl,not empl,home,0,0,0,0,0,0,0,0,0,0
903705,contr,drug,16,,,1,,nev married,dipl,,other,,,,,,,,0,0,0
903718,exper,drop,2,6.9333329,20-29,1,black,nev married,no cred,empl,home,0,3,32.49996948,83.05549622,17,2859.9995,7526.9995,,,
903792,contr,crim,18,11.266666,20-29,1,hispan,sep/div/wid,no cred,empl,unempl,0,0,0,0,4,325,2547.9995,,,
903815,contr,drop,30,9.6999998,16-19,1,black,nev married,no cred,empl,home,0,2,21.66662598,59.58328247,0,0,0,,,
904034,contr,drug,24,13.7,20-29,1,hispan,nev married,no cred,empl,home,866.6645508,0,0,0,18,3340.9993,10594.998,9,1299.9996,3769.9995
904050,exper,crim,42,11.266666,16-19,1,black,nev married,no cred,empl,other,0,1,7.222219467,9.027774811,5,311.99991,1018.3333,0,0,0
904487,contr,drop,6,8.1999998,20-29,0,hispan,nev married,no cred,not empl,home,0,0,0,0,0,0,0,,,
904513,exper,drop,6,6.4999995,16-19,1,black,nev married,no cred,empl,unempl,0,5,64.99983215,176.9442749,9,1473.3331,3325.833,,,
904597,contr,crim,45,11.2,20-29,1,black,nev married,dipl,empl,unempl,0,2,25.99996948,44.41662598,0,0,0,,,
904720,exper,drop,6,8.1999998,20-29,1,black,nev married,no cred,empl,unempl,9.388885498,2,14.44443989,34.66664124,8,1213.3333,3230.5,0,0,0
904788,contr,afdc,12,9.5333328,30-39,0,black,nev married,dipl,not empl,home,0,0,0,0,15,1917.4998,5427.5,,,
904869,exper,afdc,15,8.3999996,30-39,0,white,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
904937,contr,drop,15,8.166666,16-19,0,black,nev married,no cred,empl,home,0,0,0,0,0,0,0,0,0,0
905172,exper,afdc,10,7.2999997,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,14,2246.8328,6565,0,0,0
905321,contr,crim,9,7.8999996,20-29,1,black,married,no cred,empl,work,0,1,7.944440842,15.16666126,0,0,0,,,
905376,contr,afdc,40,6.0999999,40-49,0,white,sep/div/wid,dipl,not empl,home,0,0,0,0,13,2131.9995,3975.8333,9,1841.6664,2762.5
905541,contr,afdc,21,10.566667,30-39,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,13,2036.6663,14594.666,,,
905693,contr,crim,8,11.533333,20-29,1,black,nev married,no cred,empl,other,0,4,97.49990845,245.5553131,7,1126.6665,2985.6665,9,1559.9998,5459.9985
905842,exper,crim,14,11.2,20-29,1,black,sep/div/wid,no cred,empl,unempl,0,0,0,0,6,953.33325,2675.8333,0,0,0
906074,exper,afdc,25,10.666666,40-49,0,black,nev married,no cred,empl,,0,12,90.99995422,285.9997559,9,1525.333,4775.3306,0,0,0
906139,contr,drug,12,13.933333,20-29,1,white,nev married,no cred,empl,unempl,0,0,0,0,8,1126.6665,4298.6655,9,2340,9320.998
906281,contr,afdc,36,9.833333,20-29,0,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,,,
906605,contr,crim,24,11.299999,20-29,1,black,nev married,no cred,empl,unempl,0,7,64.99981689,231.1109161,7,1039.9999,3033.3325,8,1386.6665,6933.332
906647,exper,crim,14,11.099999,30-39,1,black,sep/div/wid,dipl,not empl,other,0,0,0,0,17,2946.6658,9242.998,5,597.99994,1568.6665
906977,contr,crim,10,7.2999997,20-29,1,hispan,sep/div/wid,no cred,not empl,unempl,0,0,0,0,9,1039.9999,3241.333,9,1559.9998,5654.9971
907086,contr,drop,15,8.1999998,16-19,0,hispan,nev married,no cred,empl,unempl,0,2,27.08328247,67.88882446,3,519.99994,1560,,,
907400,exper,drop,16,13.933333,16-19,1,black,nev married,no cred,empl,home,0,2,18.05554199,55.24995422,14,2426.666,6660.3325,,,
907484,exper,drop,15,8.4333334,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,2,259.99997,650,0,0,0
907811,contr,crim,20,8.9666662,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,,,
907866,contr,crim,30,8.7333326,16-19,1,hispan,nev married,no cred,empl,other,79.44439697,0,0,0,,,,,,
908001,exper,crim,20,13.166666,16-19,1,black,nev married,no cred,empl,unempl,0,6,46.58319092,109.4164581,18,3033.3325,8712.166,9,1494.9998,5212.9995
908360,contr,crim,14,11.2,20-29,1,black,nev married,no cred,empl,unempl,0,0,0,0,3,303.33331,901.33325,8,1386.6665,6240
908616,contr,drop,12,8.7999992,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,,,
908632,exper,drug,16,8.3999996,30-39,1,black,married,no cred,not empl,unempl,649.9985352,0,0,0,4,606.66663,2027.9995,,,
908807,contr,drug,8,,,1,,,no cred,,,0,0,0,0,0,0,0,0,0,0
908836,contr,drop,12,13.933333,20-29,1,black,nev married,no cred,empl,work,0,9,48.74996948,129.9996948,9,974.99982,3354.0002,9,1676.9998,7682.999
909369,contr,drug,10,7.4666667,20-29,1,black,married,no cred,empl,unempl,0,10,120.6108551,509.1660156,0,0,0,0,0,0
909660,contr,crim,12,8.2333326,20-29,1,black,nev married,no cred,empl,other,180.5553741,4,57.77766418,158.8888092,13,2079.9995,9901.6631,,,
909822,exper,drug,8,13,20-29,1,hispan,married,no cred,empl,,0,6,86.66647339,798.4152832,18,3379.999,11758.497,0,0,0
909835,contr,drop,8,12.066667,20-29,1,black,nev married,no cred,empl,unempl,0,1,7.222219467,23.47218323,12,2110.3328,6296.333,7,886.16663,2691
909851,contr,drug,24,12.466666,20-29,1,black,married,dipl,empl,home,0,0,0,0,2,64.999969,195,5,216.66656,2708.3325
909990,exper,afdc,30,9.3666668,40-49,0,hispan,nev married,no cred,not empl,unempl,0,0,0,0,16,2350.833,7171.666,,,
910031,contr,drop,24,9.3666668,16-19,1,hispan,nev married,no cred,not empl,other,86.66644287,0,0,0,13,4042.9998,6946.3325,,,
910060,exper,drop,12,8.2333326,16-19,1,hispan,nev married,no cred,empl,home,0,0,0,0,17,2708.3335,8872.4961,,,
910138,exper,crim,6,7.0999999,50-59,1,black,sep/div/wid,no cred,empl,unempl,0,6,21.66662598,83.05537415,7,1126.6665,3042,3,433.33328,1462.5
910264,contr,crim,20,8.333333,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,3,519.99994,1560,,,
910413,exper,drug,16,8.5999994,30-39,1,black,sep/div/wid,no cred,empl,home,0,3,3.249998093,21.66662598,12,1993.3328,5789.333,9,1559.9998,4680
910536,exper,crim,6,6.7999997,20-29,1,black,nev married,dipl,not empl,unempl,0,1,2.527775764,3.611107826,18,2989.9993,8768.4971,0,0,0
910594,exper,afdc,6,8.6999998,20-29,0,black,nev married,no cred,empl,home,0,2,28.88882446,107.6110535,13,2218.666,6608.3325,8,1215.4999,4669.166
910701,contr,afdc,12,10.033333,30-39,0,black,nev married,dipl,empl,,0,4,44.23605347,30.33331299,,,,,,
910714,contr,drop,24,9.833333,16-19,0,hispan,nev married,no cred,empl,home,0,2,14.44443989,54.16664124,4,454.99997,1170,,,
910743,exper,drop,30,9.833333,16-19,1,black,nev married,no cred,empl,home,0,0,0,0,18,2407.166,8590.834,,,
911221,contr,crim,16,12.466666,20-29,0,black,nev married,no cred,empl,home,0,0,0,0,0,0,0,0,0,0
911250,exper,drug,20,13.166666,20-29,1,hispan,nev married,no cred,not empl,other,9.027774811,0,0,0,9,1559.9998,4407,1,173.33331,537.33301
911373,exper,afdc,35,11.266666,20-29,0,black,sep/div/wid,dipl,empl,home,0,0,0,0,7,1213.3333,3488.333,,,
911399,contr,drop,4,6.4999995,16-19,1,black,nev married,no cred,empl,other,0,7,76.91662598,187.7776642,18,2942.3333,8432.666,,,
911690,exper,drop,40,8.833333,16-19,1,black,nev married,no cred,not empl,other,0,2,9.749996185,40.62496948,12,1863.333,3824.1663,8,1334.6665,4398.332
911700,exper,afdc,24,9.6999998,30-39,0,black,sep/div/wid,no cred,empl,school,0,1,10.8333292,22.02774048,1,86.666656,162.5,,,
911823,exper,crim,10,7.3999996,20-29,1,black,sep/div/wid,no cred,not empl,other,0,0,0,0,,,,,,
911852,contr,crim,54,10.433333,20-29,1,black,nev married,dipl,empl,unempl,0,3,54.16664124,315.9719238,0,0,0,,,
911933,contr,crim,21,9.6333332,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,2,11.55555153,24.55551147,6,1039.9999,9099.999,,,
912042,exper,crim,15,8.7333326,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,13,2184,5824,,,
912453,exper,drug,12,12.066667,20-29,0,black,sep/div/wid,dipl,empl,,317.7775879,1,10.8333292,46.94439697,17,2773.3325,9565.832,9,1559.9998,5069.9971
912644,contr,drop,24,10.033333,16-19,1,black,nev married,no cred,empl,home,99.30525208,0,0,0,18,2816.6658,8814,,,
912699,contr,crim,20,9.2333326,20-29,1,black,nev married,no cred,empl,unempl,216.6665802,0,0,0,4,389.99997,1820,0,0,0
912806,exper,afdc,2,7.6666665,40-49,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,13,2253.3328,5897.666,0,0,0
913119,contr,afdc,18,9.4666662,30-39,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,2,108.33331,195,,,
913216,exper,drug,16,11.533333,20-29,1,black,nev married,dipl,not empl,unempl,0,5,21.66664124,90.27766418,15,3033.3333,10345.831,0,0,0
913591,exper,drop,24,9.3666668,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,5,801.66663,2058.3333,,,
914859,contr,drop,16,11.533333,16-19,0,white,nev married,no cred,empl,home,2166.663574,2,14.44443989,36.11105347,2,259.99997,624,0,0,0
914956,exper,crim,12,7.6333327,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,9,1299.9998,4192.499,,,
915311,exper,crim,25,8.7333326,16-19,1,black,sep/div/wid,no cred,empl,,0,0,0,0,6,1039.9999,3067.9998,,,
915379,contr,drug,20,12.166666,20-29,1,black,nev married,no cred,empl,work,0,0,0,0,12,2079.9995,6577.9961,,,
915735,contr,crim,36,11.066667,30-39,1,white,sep/div/wid,no cred,empl,unempl,0,7,144.4443359,184.8886261,0,0,0,2,259.99997,0
915777,contr,crim,42,11.333333,30-39,1,white,sep/div/wid,no cred,not empl,unempl,216.6665955,0,0,0,5,866.66656,3900,0,0,0
915780,exper,afdc,25,10.4,30-39,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,11,1733.333,6023.333,9,585,2340
915832,contr,crim,28,11.333333,20-29,1,black,nev married,dipl,empl,other,14.44443989,0,0,0,,,,,,
916200,exper,drug,24,11.933333,30-39,1,black,married,no cred,empl,other,0,6,35.38885498,142.9997711,8,1299.9998,3477.5,,,
916226,contr,crim,15,8.5666666,20-29,1,black,sep/div/wid,dipl,empl,unempl,0,8,115.5552979,375.5549316,8,1213.3331,5611.666,,,
916297,contr,drop,16,13.7,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,1,151.66666,216.66666,1,325,390
916475,exper,crim,42,10.933333,20-29,0,black,nev married,dipl,not empl,home,0,0,0,0,0,0,0,,,
916815,contr,drop,18,8.5333328,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,0,0,0,0,0,0
917102,exper,crim,42,10.566667,20-29,1,black,sep/div/wid,dipl,not empl,other,0,0,0,0,9,1473.333,6077.499,,,
917267,exper,drop,6,8.1999998,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
917348,exper,afdc,6,7.7333331,30-39,0,hispan,sep/div/wid,no cred,empl,home,0,7,101.1108704,318.4997559,18,3390.8325,10389.164,,,
917542,contr,drop,15,7.7333331,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,5,779.99988,1364.9999,,,
917623,contr,crim,6,6.8666663,20-29,1,black,nev married,no cred,not empl,unempl,0,0,0,0,1,43.333313,433.33331,,,
917681,contr,crim,10,9.9333334,20-29,0,black,nev married,no cred,empl,other,0,2,28.88882446,57.77772522,0,0,0,0,0,0
917775,exper,crim,28,10.933333,20-29,1,black,nev married,dipl,empl,unempl,0,10,28.88876343,57.77760315,9,1386.6665,6933.3315,6,1191.6666,4170.8315
917911,contr,afdc,15,8.3999996,20-29,0,hispan,sep/div/wid,no cred,not empl,home,0,0,0,0,,,,,,
918091,exper,drug,14,9.499999,40-49,1,black,sep/div/wid,dipl,empl,unempl,0,3,39.72216797,148.0555115,13,1780.9996,6733.9976,,,
918525,exper,crim,6,7.6333327,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,8,1386.6665,3899.9998,,,
918538,contr,crim,36,11.333333,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,6,480.99991,1603.3328,,,
918596,contr,afdc,2,7.4333329,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
918716,contr,crim,6,8.7999992,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,,,
918981,exper,afdc,24,9.6999998,30-39,0,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,7,909.99982,2675.8333,,,
919016,contr,drug,8,7.8333325,20-29,1,black,nev married,no cred,empl,other,0,9,136.499939,285.9995117,7,1126.6665,5492.5,9,1559.9998,5459.9985
919142,exper,crim,15,8.166666,16-19,1,black,nev married,dipl,not empl,other,0,0,0,0,6,953.33325,2383.3333,,,
919281,contr,afdc,36,9.3666668,30-39,0,hispan,nev married,no cred,not empl,school,0,0,0,0,18,2764.6665,9076.167,,,
919333,contr,afdc,36,9.3666668,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,,,
919401,exper,afdc,21,10.433333,50-59,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,17,2773.3328,9797.6621,,,
919456,contr,crim,54,11.299999,20-29,1,black,nev married,dipl,not empl,unempl,0,0,0,0,3,519.99994,2209.9995,0,0,0
919760,exper,afdc,21,11.266666,20-29,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,17,2556.666,10829,8,1386.6665,7973.332
919786,exper,drug,16,14.033333,20-29,1,hispan,married,no cred,empl,unempl,0,4,57.77766418,254.2221375,18,3206.6658,9433.665,0,0,0
919854,exper,crim,36,11.2,20-29,1,black,nev married,dipl,empl,other,0,7,93.88868713,16.43054199,8,1074.6666,3059.3335,,,
920128,exper,afdc,18,9.5333328,30-39,0,black,nev married,dipl,not empl,,0,0,0,0,14,2621.666,14410.499,,,
920209,contr,drug,16,8.2666664,20-29,1,black,sep/div/wid,no cred,empl,home,144.444397,0,0,0,8,1109.3333,3206.6665,3,519.99994,1624.9995
920542,exper,crim,16,8.166666,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,,,
920584,contr,drop,5,6.9333329,16-19,1,black,nev married,no cred,empl,school,0,2,27.98608398,28.88885498,13,1776.6663,7366.6675,,,
920681,contr,crim,16,12.733333,20-29,1,black,nev married,dipl,empl,other,,8,51.99995422,137.0414429,18,1148.3329,5135,,,
920694,contr,drug,8,13.066667,20-29,1,white,married,ged,empl,work,173.3329468,2,25.27774048,135.055481,12,2036.6663,8774.998,9,1364.9998,6941.9971
920924,contr,crim,6,7.666666,20-29,1,white,nev married,dipl,empl,unempl,0,0,0,0,,,,,,
921101,exper,afdc,21,10.433333,30-39,0,black,sep/div/wid,no cred,empl,home,0,2,37.55549622,137.2221375,18,3553.3325,18000.662,,,
921253,exper,drop,24,12.166666,16-19,1,black,nev married,no cred,empl,,288.8886719,7,98.58328247,340.3469238,6,799.49994,2437.4993,,,
921282,contr,crim,12,11.533333,20-29,1,white,nev married,no cred,empl,work,0,3,37.91662598,92.08325195,,,,,,
921295,contr,crim,24,11.533333,20-29,1,black,married,dipl,not empl,unempl,0,0,0,0,0,0,0,,,
921389,exper,drop,5,6.8999991,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,7,1126.6665,2725.6665,,,
921392,contr,afdc,6,6.3666663,40-49,0,black,sep/div/wid,no cred,empl,home,0,3,36.83326721,85.58328247,9,1559.9998,4524,,,
921457,contr,crim,10,7.4666667,20-29,1,black,married,no cred,empl,unempl,0,6,79.44424438,234.3608093,8,2253.3333,4160,3,519.99994,1624.9995
921651,exper,drug,24,8.666666,30-39,1,black,married,no cred,not empl,,0,0,0,0,13,1906.6663,6525.9985,9,1559.9998,7214.9985
921761,contr,crim,25,8.6333332,20-29,1,black,sep/div/wid,dipl,not empl,unempl,189.5832672,0,0,0,15,2426.666,9914.6621,,,
921790,contr,crim,8,11.533333,20-29,1,black,nev married,dipl,empl,unempl,108.333252,5,32.49996948,126.3887024,0,0,0,0,0,0
